session_id,alternative_id,mode,carrier,service_identifier,service_tier,departure_window,raw_cost,raw_duration,raw_distance,transfer_count,carbon_estimate_kg,p_on_time,p_severe_delay,p_cancelled,source_dataset,source_record_id
S0001069,S0001069_A2,Flight,Vistara,UK-826,Economy,Afternoon,8391.0,23.75,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-826_203776
S0001069,S0001069_A3,Flight,Indigo,6E-6113,Economy,Afternoon,3280.0,7.0,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6113_205329
S0001069,S0001069_A4,Rail,Exp,19223,3-Tier AC,Afternoon,1816.12,24.85,1196.7,0,38.29,0.65,0.1,0.03,canonical_train_routes.parquet,train_19223_GUS_SCPD
S0001070,S0001070_A1,Flight,Air India,AI-774,Economy,Night,6304.0,16.0,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-774_49837
S0001070,S0001070_A2,Flight,Vistara,UK-950,Economy,Night,2339.0,2.25,1137.1,0,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-950_50742
S0001070,S0001070_A3,Flight,Air India,AI-774,Economy,Night,5690.0,21.5,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-774_52774
S0001070,S0001070_A4,Rail,SF,12287,3-Tier AC,Night,873.95,9.2,560.1,0,17.92,0.65,0.1,0.03,canonical_train_routes.parquet,train_12287_KRLS_NZM
S0001070,S0001070_A5,Rail,SF,12483,2-Tier AC,Night,1336.04,10.3,581.9,0,18.62,0.65,0.1,0.03,canonical_train_routes.parquet,train_12483_KRLS_BHD
S0001071,S0001071_A1,Flight,Vistara,UK-996,Economy,Evening,14074.0,25.75,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-996_78085
S0001071,S0001071_A2,Flight,GO FIRST,G8-303,Economy,Evening,3000.0,2.0,1033.5,0,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-303_83728
S0001071,S0001071_A3,Rail,SKr,12907,3-Tier AC,Evening,1805.02,18.77,1189.2,0,38.05,0.65,0.1,0.03,canonical_train_routes.parquet,train_12907_BDTS_MSRP
S0001071,S0001071_A4,Rail,Raj,12951,Premium 3-Tier AC,Evening,2256.27,14.15,1189.2,0,38.05,0.65,0.1,0.03,canonical_train_routes.parquet,train_12951_BDTS_MSRP
S0001072,S0001072_A1,Flight,Indigo,6E-5394,Economy,Early Morning,3572.0,2.0,1033.5,0,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-5394_191498
S0001072,S0001072_A2,Flight,Vistara,UK-832,Economy,Early Morning,5037.0,12.17,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-832_191831
S0001072,S0001072_A3,Flight,SpiceJet,SG-678,Economy,Early Morning,3000.0,1.92,1033.5,0,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_SG-678_192298
S0001072,S0001072_A4,Rail,Exp,15018,2-Tier AC,Early Morning,1390.98,12.58,607.1,0,19.43,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_15018_MUO_LTT
S0001073,S0001073_A1,Flight,Vistara,UK-846,Business,Morning,42521.0,6.0,1708.8,1,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-846_246198
S0001073,S0001073_A2,Rail,Exp,06201,3-Tier AC,Early Morning,26494.38,15.48,17871.2,0,571.88,0.65,0.1,0.03,canonical_train_routes.parquet,train_06201_Y_KLM
S0001073,S0001073_A3,Rail,Raj,12429,Premium 3-Tier AC,Night,68867.37,33.42,37195.2,0,1190.25,0.65,0.1,0.03,canonical_train_routes.parquet,train_12429_YPR_NZM
S0001074,S0001074_A1,Flight,Vistara,UK-876,Business,Night,48851.0,12.08,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-876_284119
S0001074,S0001074_A2,Flight,AirAsia,I5-766,Economy,Night,2056.0,10.25,1207.2,2,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-766_174980
S0001074,S0001074_A3,Rail,Exp,13150,3-Tier AC,Night,15176.52,8.93,10224.0,0,327.17,0.65,0.1,0.03,canonical_train_routes.parquet,train_13150_HCR_SGBA
S0001075,S0001075_A1,Flight,Vistara,UK-995,Business,Morning,54777.0,10.58,1708.8,1,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-995_213499
S0001075,S0001075_A2,Rail,SKr,12630,3-Tier AC,Morning,29335.98,45.53,19791.2,0,633.32,0.65,0.1,0.03,canonical_train_routes.parquet,train_12630_NZM_SDVL
S0001076,S0001076_A1,Flight,Indigo,6E-841,Economy,Afternoon,1924.0,1.08,267.9,0,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-841_117699
S0001076,S0001076_A2,Rail,SF,12253,3-Tier AC,Afternoon,1408.82,17.25,921.5,0,29.49,0.65,0.1,0.03,canonical_train_routes.parquet,train_12253_YPR_HVM
S0001076,S0001076_A3,Rail,SF,12640,2-Tier AC,Afternoon,687.71,4.52,284.5,0,9.1,0.65,0.1,0.03,canonical_train_routes.parquet,train_12640_SBC_MSU
S0001077,S0001077_A1,Flight,Vistara,UK-816,Economy,Morning,6262.0,8.42,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-816_112503
S0001077,S0001077_A2,Rail,Exp,15902,2-Tier AC,Morning,10493.13,18.0,4782.4,0,153.04,0.65,0.1,0.03,canonical_train_routes.parquet,train_15902_SBC_SCM
S0001078,S0001078_A1,Flight,Vistara,UK-830,Economy,Morning,4660.0,11.92,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-830_165575
S0001078,S0001078_A2,Flight,Vistara,UK-830,Economy,Morning,4731.0,8.75,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-830_162238
S0001078,S0001078_A3,Flight,Vistara,UK-830,Economy,Morning,10783.0,8.75,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-830_159762
S0001078,S0001078_A4,Rail,SF,12990,3-Tier AC,Morning,393.69,3.45,235.6,0,7.54,0.65,0.1,0.03,canonical_train_routes.parquet,train_12990_SCH_BDTS
S0001079,S0001079_A1,Flight,Vistara,UK-826,Economy,Afternoon,6015.0,20.58,507.8,2,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-826_206596
S0001079,S0001079_A2,Flight,Indigo,6E-6113,Economy,Afternoon,3280.0,7.0,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6113_205591
S0001079,S0001079_A3,Flight,Indigo,6E-6006,Economy,Afternoon,4675.0,1.33,507.8,0,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6006_203203
S0001079,S0001079_A4,Rail,Pass,54326,2-Tier AC,Afternoon,121.13,1.08,24.6,0,0.79,0.65,0.1,0.03,canonical_train_routes.parquet,train_54326_MSTH_SCC
S0001079,S0001079_A5,Rail,Exp,13025,Standard Sleeper,Afternoon,656.55,27.1,1262.6,0,40.4,0.65,0.1,0.03,canonical_train_routes.parquet,train_13025_MSAE_SCI
S0001080,S0001080_A1,Flight,SpiceJet,SG-8645,Economy,Evening,7631.0,26.08,1759.4,1,270.95,0.88,0.03,0.01,canonical_flights.parquet,flight_SG-8645_40523
S0001080,S0001080_A2,Rail,Pass,54471,3-Tier AC,Evening,235.33,2.83,128.6,0,4.12,0.65,0.1,0.03,canonical_train_routes.parquet,train_54471_DLI_MSP
S0001080,S0001080_A3,Rail,Exp,15716-Slip,3-Tier AC,Evening,29610.96,19.43,19977.0,0,639.26,0.65,0.1,0.03,canonical_train_routes.parquet,train_15716-Slip_DSB_GTST
S0001081,S0001081_A1,Flight,AirAsia,I5-1529,Economy,Morning,2050.0,8.17,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-1529_35077
S0001081,S0001081_A2,Rail,Raj,12432,Premium 3-Tier AC,Morning,2082.55,13.72,1095.3,0,35.05,0.65,0.1,0.03,canonical_train_routes.parquet,train_12432_NZM_SCH
S0001081,S0001081_A3,Rail,SF,12361,3-Tier AC,Morning,4027.98,18.0,2691.2,0,86.12,0.65,0.1,0.03,canonical_train_routes.parquet,train_12361_PI_SCKR
S0001082,S0001082_A1,Flight,Vistara,UK-877,Economy,Morning,5232.0,9.17,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-877_46368
S0001082,S0001082_A2,Flight,Vistara,UK-863,Business,Morning,53152.0,13.33,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-863_226886
S0001082,S0001082_A3,Flight,GO FIRST,G8-306,Economy,Morning,4979.0,9.33,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-306_47215
S0001082,S0001082_A4,Rail,SF,12336,Standard Sleeper,Morning,200.82,7.17,386.2,0,12.36,0.65,0.1,0.03,canonical_train_routes.parquet,train_12336_LTT_BDI
S0001082,S0001082_A5,Rail,Exp,14313,2-Tier AC,Morning,909.42,6.95,386.2,0,12.36,0.65,0.1,0.03,canonical_train_routes.parquet,train_14313_LTT_BDI
S0001083,S0001083_A1,Flight,Vistara,UK-737,Economy,Afternoon,7575.0,7.58,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-737_6373
S0001083,S0001083_A2,Rail,GR,12910,Standard Sleeper,Afternoon,692.07,16.5,1330.9,0,42.59,0.65,0.1,0.03,canonical_train_routes.parquet,train_12910_NZM_BDTS
S0001083,S0001083_A3,Rail,Exp,14314,Standard Sleeper,Afternoon,200.82,7.72,386.2,0,12.36,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_14314_BDI_LTT
S0001084,S0001084_A1,Flight,Air India,AI-465,Business,Evening,49896.0,6.25,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-465_210017
S0001084,S0001084_A2,Flight,GO FIRST,G8-717,Economy,Evening,3330.0,4.75,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-717_6039
S0001084,S0001084_A3,Flight,Air India,AI-544,Business,Evening,41113.0,16.42,1137.1,1,175.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-544_208550
S0001084,S0001084_A4,Rail,Exp,11016,Standard Sleeper,Evening,200.98,8.42,386.5,0,12.37,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_11016_BDI_LTT
S0001085,S0001085_A1,Flight,Vistara,UK-830,Business,Morning,66267.0,13.5,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-830_277554
S0001085,S0001085_A2,Flight,Air India,AI-543,Economy,Morning,4783.0,22.83,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-543_161483
S0001085,S0001085_A3,Flight,Vistara,UK-659,Economy,Morning,8677.0,9.08,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-659_162917
S0001085,S0001085_A4,Rail,Exp,16345,3-Tier AC,Morning,1838.61,18.0,1211.9,0,38.78,0.4558,0.3748,0.0982,canonical_train_routes.parquet,train_16345_ERSC_LTT
S0001085,S0001085_A5,Rail,SF,22996,3-Tier AC,Morning,393.69,4.07,235.6,0,7.54,0.65,0.1,0.03,canonical_train_routes.parquet,train_22996_SCH_BDTS
S0001086,S0001086_A1,Flight,Air India,AI-776,Business,Early Morning,52275.0,29.17,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-776_261256
S0001086,S0001086_A2,Flight,Vistara,UK-858,Business,Early Morning,49992.0,26.17,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-858_259175
S0001086,S0001086_A3,Rail,Shtb,12028,Premium Standard Sleeper,Early Morning,184.93,4.07,284.5,0,9.1,0.65,0.1,0.03,canonical_train_routes.parquet,train_12028_SBC_MSU
S0001086,S0001086_A4,Rail,Exp,16515,3-Tier AC,Early Morning,186.93,1.62,95.9,0,3.07,0.65,0.1,0.03,canonical_train_routes.parquet,train_16515_SDVL_AMSA
S0001087,S0001087_A1,Flight,Vistara,UK-960,Business,Morning,61933.0,8.33,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-960_242327
S0001087,S0001087_A2,Flight,Indigo,6E-5312,Economy,Morning,1890.0,4.33,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-5312_81526
S0001087,S0001087_A3,Flight,Air India,AI-806,Economy,Morning,9201.0,11.0,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-806_78409
S0001087,S0001087_A4,Rail,SF,12925-Slip,Standard Sleeper,Morning,618.38,19.75,1189.2,0,38.05,0.65,0.1,0.03,canonical_train_routes.parquet,train_12925-Slip_BDTS_MSRP
S0001087,S0001087_A5,Rail,SF,12941,3-Tier AC,Morning,1619.87,19.48,1064.1,0,34.05,0.65,0.1,0.03,canonical_train_routes.parquet,train_12941_KRLS_KMS
S0001088,S0001088_A1,Flight,Vistara,UK-870,Business,Night,58315.0,21.08,622.7,1,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-870_278717
S0001088,S0001088_A2,Flight,Vistara,UK-876,Business,Night,21669.0,1.42,622.7,0,95.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-876_279068
S0001088,S0001088_A3,Rail,SF,09002,3-Tier AC,Night,393.69,4.0,235.6,0,7.54,0.65,0.1,0.03,canonical_train_routes.parquet,train_09002_SCH_BDTS
S0001089,S0001089_A1,Flight,Air India,AI-501,Business,Afternoon,56476.0,6.0,456.1,1,70.24,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-501_257231
S0001089,S0001089_A2,Rail,Exp,17309,Standard Sleeper,Afternoon,315.64,14.57,607.0,0,19.42,0.65,0.1,0.03,canonical_train_routes.parquet,train_17309_SDVL_VSG
S0001089,S0001089_A3,Rail,SKr,12629,2-Tier AC,Afternoon,41824.53,34.8,19154.6,0,612.95,0.65,0.1,0.03,canonical_train_routes.parquet,train_12629_SDVL_SCI
S0001090,S0001090_A1,Flight,Vistara,UK-832,Economy,Early Morning,6437.0,11.75,267.9,2,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-832_197530
S0001090,S0001090_A2,Flight,Vistara,UK-832,Economy,Early Morning,12318.0,10.08,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-832_194310
S0001090,S0001090_A3,Rail,Exp,16614,3-Tier AC,Early Morning,146.53,1.57,68.6,0,2.2,0.65,0.1,0.03,canonical_train_routes.parquet,train_16614_KSM_CSDR
S0001090,S0001090_A4,Rail,Pass,56228,Standard Sleeper,Early Morning,49.87,2.38,95.9,0,3.07,0.65,0.1,0.03,canonical_train_routes.parquet,train_56228_AMSA_SDVL
S0001091,S0001091_A1,Flight,Air India,AI-768,Economy,Afternoon,14154.0,19.0,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-768_142635
S0001091,S0001091_A2,Flight,Vistara,UK-778,Business,Afternoon,53071.0,21.25,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-778_271002
S0001091,S0001091_A3,Flight,Indigo,6E-512,Economy,Afternoon,6489.0,4.5,1207.2,1,185.91,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-512_144224
S0001091,S0001091_A4,Rail,Exp,13141,Standard Sleeper,Afternoon,15601.77,9.3,30003.4,0,960.11,0.1038,0.3577,0.0,canonical_train_routes.parquet,train_13141_SGBA_HCR
S0001091,S0001091_A5,Rail,Drnt,12273,Premium 3-Tier AC,Afternoon,1719.95,10.5,899.3,0,28.78,0.65,0.1,0.03,canonical_train_routes.parquet,train_12273_HWH_ASCE
S0001092,S0001092_A1,Flight,SpiceJet,SG-678,Economy,Early Morning,3150.0,1.92,1033.5,0,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_SG-678_190071
S0001092,S0001092_A2,Flight,Air India,AI-440,Business,Early Morning,49553.0,6.67,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-440_291005
S0001092,S0001092_A3,Flight,Indigo,6E-5394,Economy,Early Morning,3000.0,2.0,1033.5,0,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-5394_189934
S0001092,S0001092_A4,Rail,SF,12124,2-Tier AC,Early Morning,340.0,2.13,125.0,0,4.0,0.65,0.1,0.03,canonical_train_routes.parquet,train_12124_KMST_DR
S0001092,S0001092_A5,Rail,Pass,59356,3-Tier AC,Early Morning,664.08,9.7,418.3,0,13.39,0.65,0.1,0.03,canonical_train_routes.parquet,train_59356_MSRP_KRLS
S0001093,S0001093_A1,Flight,Air India,AI-501,Economy,Afternoon,6583.0,5.83,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-501_107132
S0001093,S0001093_A2,Flight,Indigo,6E-409,Economy,Afternoon,4477.0,4.5,1546.8,1,238.21,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-409_108129
S0001093,S0001093_A3,Rail,SF,12253,3-Tier AC,Afternoon,2804.9,32.92,1864.8,0,59.67,0.6268,0.2328,0.0,canonical_train_routes.parquet,train_12253_YPR_HWH
S0001094,S0001094_A1,Flight,Air India,AI-538,Economy,Night,5888.0,12.58,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-538_197076
S0001094,S0001094_A2,Flight,Vistara,UK-824,Business,Night,44144.0,12.33,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-824_295619
S0001094,S0001094_A3,Flight,Vistara,UK-838,Economy,Night,6437.0,13.75,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-838_197888
S0001094,S0001094_A4,Rail,Pass,56910,3-Tier AC,Night,186.93,1.98,95.9,0,3.07,0.65,0.1,0.03,canonical_train_routes.parquet,train_56910_AMSA_SDVL
S0001094,S0001094_A5,Rail,Exp,06228,3-Tier AC,Night,85.4,1.0,27.3,0,0.87,0.65,0.1,0.03,canonical_train_routes.parquet,train_06228_MSS_KRNH
S0001095,S0001095_A1,Flight,Indigo,6E-6007,Economy,Night,1788.0,1.25,507.8,0,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6007_177586
S0001095,S0001095_A2,Flight,Indigo,6E-6216,Economy,Night,1788.0,1.25,507.8,0,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-6216_180131
S0001095,S0001095_A3,Flight,Vistara,UK-870,Business,Night,58282.0,13.33,507.8,1,78.2,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-870_287486
S0001095,S0001095_A4,Rail,Exp,15227,3-Tier AC,Night,342.92,3.02,201.3,0,6.44,0.65,0.1,0.03,canonical_train_routes.parquet,train_15227_SCM_MMS
S0001095,S0001095_A5,Rail,SF,12507,3-Tier AC,Night,3581.16,3.02,2389.3,0,76.46,0.65,0.1,0.03,canonical_train_routes.parquet,train_12507_SCM_MMS
S0001096,S0001096_A1,Flight,GO FIRST,G8-7556,Economy,Afternoon,2276.0,2.17,1265.6,0,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-7556_155822
S0001096,S0001096_A2,Flight,Vistara,UK-878,Economy,Afternoon,6292.0,6.83,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-878_155909
S0001096,S0001096_A3,Rail,Raj,12437,Premium 3-Tier AC,Afternoon,35639.52,21.58,19234.2,0,615.49,0.65,0.1,0.03,canonical_train_routes.parquet,train_12437_SC_NZM
S0001096,S0001096_A4,Rail,SF,12487,Standard Sleeper,Afternoon,289.12,8.13,556.0,0,17.79,0.4808,0.4038,0.0,canonical_train_routes.parquet,train_12487_ASCE_ANVT
S0001097,S0001097_A1,Flight,Air India,AI-526,Business,Evening,43910.0,14.0,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-526_262598
S0001097,S0001097_A2,Flight,SpiceJet,SG-3839,Economy,Evening,4923.0,17.17,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_SG-3839_124069
S0001097,S0001097_A3,Flight,Vistara,UK-738,Economy,Evening,4001.0,2.42,1312.4,0,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-738_124033
S0001097,S0001097_A4,Rail,Drnt,12266,Premium 3-Tier AC,Evening,1098.72,8.52,563.5,0,18.03,0.65,0.1,0.03,canonical_train_routes.parquet,train_12266_JAT_BHD
S0001097,S0001097_A5,Rail,Raj,12313,Premium 3-Tier AC,Evening,2754.47,17.5,1458.5,0,46.67,0.6328,0.27,0.0,canonical_train_routes.parquet,train_12313_SDAH_NDLS
S0001098,S0001098_A1,Flight,Vistara,UK-812,Economy,Morning,11205.0,9.33,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-812_96385
S0001098,S0001098_A2,Flight,Vistara,UK-816,Business,Morning,62524.0,7.58,834.4,1,128.5,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-816_251255
S0001098,S0001098_A3,Rail,SF,12975,3-Tier AC,Morning,54534.01,37.8,36816.9,0,1178.14,0.65,0.1,0.03,canonical_train_routes.parquet,train_12975_Y_KRLS
S0001099,S0001099_A1,Flight,Indigo,6E-643,Economy,Afternoon,2694.0,2.25,1265.6,0,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-643_155567
S0001099,S0001099_A2,Flight,AirAsia,I5-1543,Economy,Afternoon,2228.0,11.0,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-1543_154116
S0001099,S0001099_A3,Rail,Raj,12437,Premium 3-Tier AC,Afternoon,35639.52,21.58,19234.2,0,615.49,0.65,0.1,0.03,canonical_train_routes.parquet,train_12437_SC_NZM
S0001100,S0001100_A1,Flight,Vistara,UK-809,Business,Evening,32859.0,2.83,1708.8,0,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-809_212522
S0001100,S0001100_A2,Flight,GO FIRST,G8-171,Economy,Evening,7424.0,5.75,1708.8,1,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-171_11920
S0001100,S0001100_A3,Flight,GO FIRST,G8-275,Economy,Evening,3568.0,7.08,1708.8,1,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-275_16900
S0001100,S0001100_A4,Rail,Exp,06536,Standard Sleeper,Evening,310.6,13.8,597.3,0,19.11,0.65,0.1,0.03,canonical_train_routes.parquet,train_06536_KLM_SDVL
S0001100,S0001100_A5,Rail,GR,06502,Standard Sleeper,Evening,310.6,16.35,597.3,0,19.11,0.65,0.1,0.03,canonical_train_routes.parquet,train_06502_KLM_SDVL
S0001101,S0001101_A1,Flight,Vistara,UK-928,Economy,Early Morning,11129.0,13.75,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-928_77926
S0001101,S0001101_A2,Flight,Vistara,UK-928,Business,Early Morning,57453.0,9.83,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-928_242542
S0001101,S0001101_A3,Flight,Vistara,UK-821,Economy,Early Morning,2900.0,2.08,1033.5,0,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-821_82258
S0001101,S0001101_A4,Rail,Exp,11069,3-Tier AC,Early Morning,26570.0,10.18,17922.3,0,573.51,0.65,0.1,0.03,canonical_train_routes.parquet,train_11069_LTT_MUO
S0001102,S0001102_A1,Flight,Vistara,UK-828,Economy,Early Morning,9284.0,15.83,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-828_194586
S0001102,S0001102_A2,Flight,Air India,AI-440,Economy,Early Morning,6308.0,13.92,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-440_197897
S0001102,S0001102_A3,Flight,Vistara,UK-828,Economy,Early Morning,4755.0,10.75,267.9,1,41.26,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-828_196085
S0001102,S0001102_A4,Rail,Exp,16536,2-Tier AC,Early Morning,276.56,2.12,95.9,0,3.07,0.65,0.1,0.03,canonical_train_routes.parquet,train_16536_AMSA_SDVL
S0001103,S0001103_A1,Flight,AirAsia,I5-1543,Economy,Afternoon,2228.0,11.0,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-1543_154116
S0001103,S0001103_A2,Flight,Vistara,UK-878,Business,Afternoon,54115.0,7.75,1265.6,1,194.9,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-878_276763
S0001103,S0001103_A3,Rail,SF,12476,Standard Sleeper,Afternoon,189.9,6.13,365.2,0,11.69,0.65,0.1,0.03,canonical_train_routes.parquet,train_12476_SCPD_BHD
S0001103,S0001103_A4,Rail,SF,12474,2-Tier AC,Afternoon,863.64,6.13,365.2,0,11.69,0.65,0.1,0.03,canonical_train_routes.parquet,train_12474_SCPD_BHD
S0001104,S0001104_A1,Flight,Vistara,UK-846,Business,Morning,57081.0,12.17,1708.8,1,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-846_246572
S0001104,S0001104_A2,Flight,Vistara,UK-846,Business,Morning,58313.0,11.25,1708.8,1,263.16,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-846_247470
S0001104,S0001104_A3,Rail,SKr,12629,Standard Sleeper,Afternoon,10291.42,44.25,19791.2,0,633.32,0.65,0.1,0.03,canonical_train_routes.parquet,train_12629_SDVL_NZM
S0001104,S0001104_A4,Rail,Exp,06535,2-Tier AC,Evening,1369.61,12.95,597.3,0,19.11,0.65,0.1,0.03,canonical_train_routes.parquet,train_06535_SDVL_KLM
S0001105,S0001105_A1,Flight,Vistara,UK-774,Business,Night,55502.0,15.25,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-774_273606
S0001105,S0001105_A2,Flight,Air India,AI-770,Economy,Night,4969.0,27.08,1385.2,1,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_AI-770_151083
S0001105,S0001105_A3,Flight,AirAsia,I5-556,Economy,Night,6490.0,2.67,1385.2,0,213.32,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-556_148841
S0001105,S0001105_A4,Rail,Exp,13111,Standard Sleeper,Night,38.38,1.37,73.8,0,2.36,0.65,0.1,0.03,canonical_train_routes.parquet,train_13111_KOAA_MSAE
S0001105,S0001105_A5,Rail,SF,12913,3-Tier AC,Night,429.95,5.23,260.1,0,8.32,0.65,0.1,0.03,canonical_train_routes.parquet,train_12913_LMNR_MSO
S0001106,S0001106_A1,Flight,Vistara,UK-772,Economy,Morning,7145.0,9.33,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_UK-772_122776
S0001106,S0001106_A2,Flight,GO FIRST,G8-532,Economy,Morning,6512.0,8.92,1312.4,1,202.11,0.88,0.03,0.01,canonical_flights.parquet,flight_G8-532_126696
S0001106,S0001106_A3,Rail,Mail,14056,2-Tier AC,Morning,223284.46,18.0,102393.1,0,3276.58,0.3123,0.3589,0.0644,canonical_train_routes.parquet,train_14056_LKB_DLI
S0001107,S0001107_A1,Flight,Indigo,6E-847,Economy,Evening,3458.0,5.08,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_6E-847_191202
S0001107,S0001107_A2,Flight,AirAsia,I5-1229,Economy,Evening,1830.0,8.5,1033.5,1,159.16,0.88,0.03,0.01,canonical_flights.parquet,flight_I5-1229_190617
S0001107,S0001107_A3,Rail,SF,12361,3-Tier AC,Evening,954.9,10.68,614.8,0,19.67,0.65,0.1,0.03,canonical_train_routes.parquet,train_12361_MUO_DR
S0001107,S0001107_A4,Rail,SF,12128,2-Tier AC,Evening,340.0,2.07,125.0,0,4.0,0.65,0.1,0.03,canonical_train_routes.parquet,train_12128_KMST_DR
