traveller_id,session_id,alternative_id,persona_type,mode,origin_city,destination_city,departure_window,trip_purpose,party_size,lead_days,chosen,rank,choice_probability,utility,raw_cost,raw_duration,raw_distance,cost_score,time_score,reliability_score,comfort_score,transfer_count,transfer_score,carbon_estimate_kg,carbon_score,departure_fit,source_dataset,source_record_id
T000268,S0001069,S0001069_A2,Occasional Leisure Traveler,Flight,Chennai,Hyderabad,Afternoon,Leisure,2,9,0,4,0.17284389474943046,0.62542,8391.0,23.75,507.8,0.8304,0.0605,0.971,0.8,1,0.5,78.2,0.0,1.0,canonical_flights.parquet,flight_UK-826_203776
T000268,S0001069,S0001069_A3,Occasional Leisure Traveler,Flight,Chennai,Hyderabad,Afternoon,Leisure,2,9,0,2,0.27015310251842867,0.73707,3280.0,7.0,507.8,0.9622,0.9818,0.971,0.8,1,0.5,78.2,0.0,1.0,canonical_flights.parquet,flight_6E-6113_205329
T000268,S0001069,S0001069_A4,Occasional Leisure Traveler,Rail,Chennai,Hyderabad,Afternoon,Leisure,2,9,1,1,0.3819114764283735,0.82362,1816.12,24.85,1196.7,1.0,0.0,0.909,0.65,0,1.0,38.29,1.0,1.0,canonical_train_routes.parquet,train_19223_GUS_SCPD
T000268,S0001070,S0001070_A1,Occasional Leisure Traveler,Flight,Mumbai,Delhi,Night,Family / Personal,1,8,0,4,0.07936463580414202,0.53052,6304.0,16.0,1137.1,0.0,0.2857,0.971,0.8,1,0.5,175.11,0.0,1.0,canonical_flights.parquet,flight_AI-774_49837
T000268,S0001070,S0001070_A2,Occasional Leisure Traveler,Flight,Mumbai,Delhi,Night,Family / Personal,1,8,0,3,0.20540278907299242,0.76825,2339.0,2.25,1137.1,0.7302,1.0,0.971,0.8,0,1.0,175.11,0.0,1.0,canonical_flights.parquet,flight_UK-950_50742
T000268,S0001070,S0001070_A3,Occasional Leisure Traveler,Flight,Mumbai,Delhi,Night,Family / Personal,1,8,0,5,0.07540042232618616,0.51771,5690.0,21.5,1137.1,0.1131,0.0,0.971,0.8,1,0.5,175.11,0.0,1.0,canonical_flights.parquet,flight_AI-774_52774
T000268,S0001070,S0001070_A4,Occasional Leisure Traveler,Rail,Mumbai,Delhi,Night,Family / Personal,1,8,0,1,0.33176035173318363,0.88811,873.95,9.2,560.1,1.0,0.639,0.909,0.65,0,1.0,17.92,1.0,1.0,canonical_train_routes.parquet,train_12287_KRLS_NZM
T000268,S0001070,S0001070_A5,Occasional Leisure Traveler,Rail,Mumbai,Delhi,Night,Family / Personal,1,8,1,2,0.30807180106349574,0.86959,1336.04,10.3,581.9,0.9149,0.5818,0.909,0.65,0,1.0,18.62,0.9955,1.0,canonical_train_routes.parquet,train_12483_KRLS_BHD
T000268,S0001071,S0001071_A1,Occasional Leisure Traveler,Flight,Mumbai,Chennai,Evening,Family / Personal,2,15,1,4,0.07546683803386163,0.50169,14074.0,25.75,1033.5,0.0,0.0,0.971,0.8,1,0.5,159.16,0.0,1.0,canonical_flights.parquet,flight_UK-996_78085
T000268,S0001071,S0001071_A2,Occasional Leisure Traveler,Flight,Mumbai,Chennai,Evening,Family / Personal,2,15,0,3,0.24167970789283277,0.79267,3000.0,2.0,1033.5,0.9026,1.0,0.971,0.8,0,1.0,159.16,0.0,1.0,canonical_flights.parquet,flight_G8-303_83728
T000268,S0001071,S0001071_A3,Occasional Leisure Traveler,Rail,Mumbai,Chennai,Evening,Family / Personal,2,15,0,2,0.3079856923313876,0.85328,1805.02,18.77,1189.2,1.0,0.2939,0.909,0.65,0,1.0,38.05,1.0,1.0,canonical_train_routes.parquet,train_12907_BDTS_MSRP
T000268,S0001071,S0001071_A4,Occasional Leisure Traveler,Rail,Mumbai,Chennai,Evening,Family / Personal,2,15,0,1,0.374867761741918,0.90241,2256.27,14.15,1189.2,0.9632,0.4884,0.909,0.85,0,1.0,38.05,1.0,1.0,canonical_train_routes.parquet,train_12951_BDTS_MSRP
T000268,S0001072,S0001072_A1,Occasional Leisure Traveler,Flight,Chennai,Mumbai,Early Morning,Family / Personal,2,26,0,3,0.25844987045021844,0.72097,3572.0,2.0,1033.5,0.4018,0.9925,0.971,0.8,0,1.0,159.16,0.0,1.0,canonical_flights.parquet,flight_6E-5394_191498
T000268,S0001072,S0001072_A2,Occasional Leisure Traveler,Flight,Chennai,Mumbai,Early Morning,Family / Personal,2,26,1,4,0.10919570711291529,0.50558,5037.0,12.17,1033.5,0.0,0.0385,0.971,0.8,1,0.5,159.16,0.0,1.0,canonical_flights.parquet,flight_UK-832_191831
T000268,S0001072,S0001072_A3,Occasional Leisure Traveler,Flight,Chennai,Mumbai,Early Morning,Family / Personal,2,26,0,2,0.28334401224579586,0.74396,3000.0,1.92,1033.5,0.5587,1.0,0.971,0.8,0,1.0,159.16,0.0,1.0,canonical_flights.parquet,flight_SG-678_192298
T000268,S0001072,S0001072_A4,Occasional Leisure Traveler,Rail,Chennai,Mumbai,Early Morning,Family / Personal,2,26,0,1,0.34901041019107043,0.79607,1390.98,12.58,607.1,1.0,0.0,0.7385,0.65,0,1.0,19.43,1.0,1.0,canonical_train_routes.parquet,train_15018_MUO_LTT
T000269,S0001073,S0001073_A1,Occasional Leisure Traveler,Flight,Bangalore,Delhi,Morning,Leisure,2,33,1,1,0.49481774381107363,0.87561,42521.0,6.0,1708.8,0.6218,1.0,0.971,0.95,1,0.5,263.16,1.0,1.0,canonical_flights.parquet,flight_UK-846_246198
T000269,S0001073,S0001073_A2,Occasional Leisure Traveler,Rail,Bangalore,Delhi,Morning,Leisure,2,33,0,2,0.4017176587514556,0.8235,26494.38,15.48,17871.2,1.0,0.6543,0.909,0.65,0,1.0,571.88,0.667,0.7914,canonical_train_routes.parquet,train_06201_Y_KLM
T000269,S0001073,S0001073_A3,Occasional Leisure Traveler,Rail,Bangalore,Delhi,Morning,Leisure,2,33,0,3,0.10346459743747083,0.48437,68867.37,33.42,37195.2,0.0,0.0,0.909,0.85,0,1.0,1190.25,0.0,0.5828,canonical_train_routes.parquet,train_12429_YPR_NZM
T000269,S0001074,S0001074_A1,Occasional Leisure Traveler,Flight,Hyderabad,Kolkata,Night,Family / Personal,1,8,0,3,0.19654523121386228,0.64578,48851.0,12.08,1207.2,0.0,0.0,0.971,0.95,1,0.5,185.91,1.0,1.0,canonical_flights.parquet,flight_UK-876_284119
T000269,S0001074,S0001074_A2,Occasional Leisure Traveler,Flight,Hyderabad,Kolkata,Night,Family / Personal,1,8,1,1,0.4656957803706113,0.86144,2056.0,10.25,1207.2,1.0,0.581,0.971,0.8,2,0.3333,185.91,1.0,1.0,canonical_flights.parquet,flight_I5-766_174980
T000269,S0001074,S0001074_A3,Occasional Leisure Traveler,Rail,Hyderabad,Kolkata,Night,Family / Personal,1,8,0,2,0.3377589884155264,0.78114,15176.52,8.93,10224.0,0.7196,1.0,0.909,0.65,0,1.0,327.17,0.0,1.0,canonical_train_routes.parquet,train_13150_HCR_SGBA
T000269,S0001075,S0001075_A1,Occasional Leisure Traveler,Flight,Delhi,Bangalore,Morning,Leisure,4,9,1,1,0.5470503811429963,0.76255,54777.0,10.58,1708.8,0.0,1.0,0.971,0.95,1,0.5,263.16,1.0,1.0,canonical_flights.parquet,flight_UK-995_213499
T000269,S0001075,S0001075_A2,Occasional Leisure Traveler,Rail,Delhi,Bangalore,Morning,Leisure,4,9,0,2,0.45294961885700374,0.71536,29335.98,45.53,19791.2,1.0,0.0,0.909,0.65,0,1.0,633.32,0.0,1.0,canonical_train_routes.parquet,train_12630_NZM_SDVL
T000269,S0001076,S0001076_A1,Occasional Leisure Traveler,Flight,Bangalore,Chennai,Afternoon,Leisure,2,27,0,2,0.22887775926936038,0.68227,1924.0,1.08,267.9,0.0,1.0,0.971,0.8,0,1.0,41.26,0.0,1.0,canonical_flights.parquet,flight_6E-841_117699
T000269,S0001076,S0001076_A2,Occasional Leisure Traveler,Rail,Bangalore,Chennai,Afternoon,Leisure,2,27,0,3,0.19904840945105692,0.64736,1408.82,17.25,921.5,0.4167,0.0,0.909,0.65,0,1.0,29.49,0.366,1.0,canonical_train_routes.parquet,train_12253_YPR_HVM
T000269,S0001076,S0001076_A3,Occasional Leisure Traveler,Rail,Bangalore,Chennai,Afternoon,Leisure,2,27,1,1,0.5720738312795828,0.91129,687.71,4.52,284.5,1.0,0.7873,0.909,0.65,0,1.0,9.1,1.0,1.0,canonical_train_routes.parquet,train_12640_SBC_MSU
T000270,S0001077,S0001077_A1,Occasional Leisure Traveler,Flight,Bangalore,Hyderabad,Morning,Leisure,2,10,1,1,0.8091227369045315,0.89728,6262.0,8.42,456.1,1.0,1.0,0.971,0.8,1,0.5,70.24,1.0,1.0,canonical_flights.parquet,flight_UK-816_112503
T000270,S0001077,S0001077_A2,Occasional Leisure Traveler,Rail,Bangalore,Hyderabad,Morning,Leisure,2,10,0,2,0.1908772630954685,0.5362,10493.13,18.0,4782.4,0.0,0.0,0.909,0.65,0,1.0,153.04,0.0,1.0,canonical_train_routes.parquet,train_15902_SBC_SCM
T000270,S0001078,S0001078_A1,Occasional Leisure Traveler,Flight,Hyderabad,Mumbai,Morning,Leisure,1,2,0,3,0.14392488020265937,0.58832,4660.0,11.92,622.7,0.5894,0.0,0.971,0.8,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_UK-830_165575
T000270,S0001078,S0001078_A2,Occasional Leisure Traveler,Flight,Hyderabad,Mumbai,Morning,Leisure,1,2,0,2,0.16777293674219954,0.62665,4731.0,8.75,622.7,0.5825,0.3743,0.971,0.8,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_UK-830_162238
T000270,S0001078,S0001078_A3,Occasional Leisure Traveler,Flight,Hyderabad,Mumbai,Morning,Leisure,1,2,0,4,0.11897715479892092,0.54073,10783.0,8.75,622.7,0.0,0.3743,0.971,0.8,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_UK-830_159762
T000270,S0001078,S0001078_A4,Occasional Leisure Traveler,Rail,Hyderabad,Mumbai,Morning,Leisure,1,2,1,1,0.5693250282562201,0.93211,393.69,3.45,235.6,1.0,1.0,0.909,0.65,0,1.0,7.54,1.0,1.0,canonical_train_routes.parquet,train_12990_SCH_BDTS
T000270,S0001079,S0001079_A1,Occasional Leisure Traveler,Flight,Chennai,Hyderabad,Afternoon,Leisure,1,16,0,5,0.076336211070037,0.50529,6015.0,20.58,507.8,0.0,0.2506,0.971,0.8,2,0.3333,78.2,0.0,1.0,canonical_flights.parquet,flight_UK-826_206596
T000270,S0001079,S0001079_A2,Occasional Leisure Traveler,Flight,Chennai,Hyderabad,Afternoon,Leisure,1,16,0,4,0.13674903899013963,0.65104,3280.0,7.0,507.8,0.464,0.7725,0.971,0.8,1,0.5,78.2,0.0,1.0,canonical_flights.parquet,flight_6E-6113_205591
T000270,S0001079,S0001079_A3,Occasional Leisure Traveler,Flight,Chennai,Hyderabad,Afternoon,Leisure,1,16,1,3,0.17059757386780644,0.70633,4675.0,1.33,507.8,0.2274,0.9904,0.971,0.8,0,1.0,78.2,0.0,1.0,canonical_flights.parquet,flight_6E-6006_203203
T000270,S0001079,S0001079_A4,Occasional Leisure Traveler,Rail,Chennai,Hyderabad,Afternoon,Leisure,1,16,0,1,0.42091352710428676,0.93211,121.13,1.08,24.6,1.0,1.0,0.909,0.65,0,1.0,0.79,1.0,1.0,canonical_train_routes.parquet,train_54326_MSTH_SCC
T000270,S0001079,S0001079_A5,Occasional Leisure Traveler,Rail,Chennai,Hyderabad,Afternoon,Leisure,1,16,0,2,0.1954036489677302,0.74027,656.55,27.1,1262.6,0.9092,0.0,0.909,0.65,0,1.0,40.4,0.4883,1.0,canonical_train_routes.parquet,train_13025_MSAE_SCI
T000270,S0001080,S0001080_A1,Occasional Leisure Traveler,Flight,Delhi,Chennai,Evening,Leisure,2,26,0,2,0.2391403597705388,0.69481,7631.0,26.08,1759.4,0.7482,0.0,0.971,0.8,1,0.5,270.95,0.5799,1.0,canonical_flights.parquet,flight_SG-8645_40523
T000270,S0001080,S0001080_A2,Occasional Leisure Traveler,Rail,Delhi,Chennai,Evening,Leisure,2,26,1,1,0.617853057978853,0.93211,235.33,2.83,128.6,1.0,1.0,0.909,0.65,0,1.0,4.12,1.0,1.0,canonical_train_routes.parquet,train_54471_DLI_MSP
T000270,S0001080,S0001080_A3,Occasional Leisure Traveler,Rail,Delhi,Chennai,Evening,Leisure,2,26,0,3,0.14300658225060828,0.56627,29610.96,19.43,19977.0,0.0,0.286,0.909,0.65,0,1.0,639.26,0.0,1.0,canonical_train_routes.parquet,train_15716-Slip_DSB_GTST
T000271,S0001081,S0001081_A1,Occasional Leisure Traveler,Flight,Delhi,Hyderabad,Morning,Leisure,3,36,0,2,0.3272867985725715,0.76881,2050.0,8.17,1265.6,1.0,1.0,0.971,0.8,1,0.5,194.9,0.0,1.0,canonical_flights.parquet,flight_I5-1529_35077
T000271,S0001081,S0001081_A2,Occasional Leisure Traveler,Rail,Delhi,Hyderabad,Morning,Leisure,3,36,1,1,0.5016972481177011,0.8756,2082.55,13.72,1095.3,0.9835,0.4354,0.909,0.85,0,1.0,35.05,1.0,1.0,canonical_train_routes.parquet,train_12432_NZM_SCH
T000271,S0001081,S0001081_A3,Occasional Leisure Traveler,Rail,Delhi,Hyderabad,Morning,Leisure,3,36,0,3,0.17101595330972735,0.60654,4027.98,18.0,2691.2,0.0,0.0,0.909,0.65,0,1.0,86.12,0.6805,1.0,canonical_train_routes.parquet,train_12361_PI_SCKR
T000271,S0001082,S0001082_A1,Occasional Leisure Traveler,Flight,Mumbai,Delhi,Morning,Leisure,1,12,0,3,0.14435330075052002,0.70948,5232.0,9.17,1137.1,0.905,0.652,0.971,0.8,1,0.5,175.11,0.0,1.0,canonical_flights.parquet,flight_UK-877_46368
T000271,S0001082,S0001082_A2,Occasional Leisure Traveler,Flight,Mumbai,Delhi,Morning,Leisure,1,12,0,5,0.07263332017695717,0.53777,53152.0,13.33,1137.1,0.0,0.0,0.971,0.95,1,0.5,175.11,0.0,1.0,canonical_flights.parquet,flight_UK-863_226886
T000271,S0001082,S0001082_A3,Occasional Leisure Traveler,Flight,Mumbai,Delhi,Morning,Leisure,1,12,0,4,0.1427569840164806,0.7067,4979.0,9.33,1137.1,0.9098,0.627,0.971,0.8,1,0.5,175.11,0.0,1.0,canonical_flights.parquet,flight_G8-306_47215
T000271,S0001082,S0001082_A4,Occasional Leisure Traveler,Rail,Mumbai,Delhi,Morning,Leisure,1,12,0,2,0.31822025606174514,0.9071,200.82,7.17,386.2,1.0,0.9655,0.909,0.65,0,1.0,12.36,1.0,1.0,canonical_train_routes.parquet,train_12336_LTT_BDI
T000271,S0001082,S0001082_A5,Occasional Leisure Traveler,Rail,Mumbai,Delhi,Morning,Leisure,1,12,1,1,0.32203613899429706,0.91008,909.42,6.95,386.2,0.9866,1.0,0.909,0.65,0,1.0,12.36,1.0,1.0,canonical_train_routes.parquet,train_14313_LTT_BDI
T000271,S0001083,S0001083_A1,Occasional Leisure Traveler,Flight,Delhi,Mumbai,Afternoon,Commute,2,4,0,3,0.19470146592004098,0.64161,7575.0,7.58,1137.1,0.0,1.0,0.971,0.8,1,0.5,175.11,0.0,1.0,canonical_flights.parquet,flight_UK-737_6373
T000271,S0001083,S0001083_A2,Occasional Leisure Traveler,Rail,Delhi,Mumbai,Afternoon,Commute,2,4,1,2,0.2920565481222016,0.74298,692.07,16.5,1330.9,0.9334,0.0,0.909,0.65,0,1.0,42.59,0.8143,1.0,canonical_train_routes.parquet,train_12910_NZM_BDTS
T000271,S0001083,S0001083_A3,Occasional Leisure Traveler,Rail,Delhi,Mumbai,Afternoon,Commute,2,4,0,1,0.5132419859577575,0.88393,200.82,7.72,386.2,1.0,0.9843,0.7385,0.65,0,1.0,12.36,1.0,1.0,canonical_train_routes.parquet,train_14314_BDI_LTT
T000271,S0001084,S0001084_A1,Occasional Leisure Traveler,Flight,Delhi,Mumbai,Evening,Leisure,2,44,1,3,0.18807332447759362,0.65608,49896.0,6.25,1137.1,0.0,0.8715,0.971,0.95,1,0.5,175.11,0.0,1.0,canonical_flights.parquet,flight_AI-465_210017
T000271,S0001084,S0001084_A2,Occasional Leisure Traveler,Flight,Delhi,Mumbai,Evening,Leisure,2,44,0,2,0.28591995974140916,0.7608,3330.0,4.75,1137.1,0.937,1.0,0.971,0.8,1,0.5,175.11,0.0,1.0,canonical_flights.parquet,flight_G8-717_6039
T000271,S0001084,S0001084_A3,Occasional Leisure Traveler,Flight,Delhi,Mumbai,Evening,Leisure,2,44,0,4,0.12818979134317568,0.56025,41113.0,16.42,1137.1,0.1767,0.0,0.971,0.95,1,0.5,175.11,0.0,1.0,canonical_flights.parquet,flight_AI-544_208550
T000271,S0001084,S0001084_A4,Occasional Leisure Traveler,Rail,Delhi,Mumbai,Evening,Leisure,2,44,0,1,0.39781692443782163,0.84337,200.98,8.42,386.5,1.0,0.6855,0.7385,0.65,0,1.0,12.37,1.0,1.0,canonical_train_routes.parquet,train_11016_BDI_LTT
T000272,S0001085,S0001085_A1,Occasional Leisure Traveler,Flight,Hyderabad,Mumbai,Morning,Family / Personal,3,32,0,5,0.10002458708882501,0.57381,66267.0,13.5,622.7,0.0,0.4973,0.971,0.95,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_UK-830_277554
T000272,S0001085,S0001085_A2,Occasional Leisure Traveler,Flight,Hyderabad,Mumbai,Morning,Family / Personal,3,32,0,4,0.11386983828564552,0.60622,4783.0,22.83,622.7,0.9334,0.0,0.971,0.8,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_AI-543_161483
T000272,S0001085,S0001085_A3,Occasional Leisure Traveler,Flight,Hyderabad,Mumbai,Morning,Family / Personal,3,32,0,3,0.1670705246650061,0.70206,8677.0,9.08,622.7,0.8743,0.7329,0.971,0.8,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_UK-659_162917
T000272,S0001085,S0001085_A4,Occasional Leisure Traveler,Rail,Hyderabad,Mumbai,Morning,Family / Personal,3,32,1,2,0.20541986913053187,0.75372,1838.61,18.0,1211.9,0.9781,0.2575,0.7385,0.65,0,1.0,38.78,0.6464,1.0,canonical_train_routes.parquet,train_16345_ERSC_LTT
T000272,S0001085,S0001085_A5,Occasional Leisure Traveler,Rail,Hyderabad,Mumbai,Morning,Family / Personal,3,32,0,1,0.41361518082999155,0.92869,393.69,4.07,235.6,1.0,1.0,0.909,0.65,0,1.0,7.54,1.0,1.0,canonical_train_routes.parquet,train_22996_SCH_BDTS
T000272,S0001086,S0001086_A1,Occasional Leisure Traveler,Flight,Bangalore,Chennai,Early Morning,Leisure,2,42,0,4,0.0763872907779433,0.50327,52275.0,29.17,267.9,0.0,0.0,0.971,0.95,1,0.5,41.26,0.0,1.0,canonical_flights.parquet,flight_AI-776_261256
T000272,S0001086,S0001086_A2,Occasional Leisure Traveler,Flight,Bangalore,Chennai,Early Morning,Leisure,2,42,0,3,0.08323736380889654,0.52474,49992.0,26.17,267.9,0.0438,0.1089,0.971,0.95,1,0.5,41.26,0.0,1.0,canonical_flights.parquet,flight_UK-858_259175
T000272,S0001086,S0001086_A3,Occasional Leisure Traveler,Rail,Bangalore,Chennai,Early Morning,Leisure,2,42,1,1,0.42153226866968996,0.93029,184.93,4.07,284.5,1.0,0.9111,0.909,0.85,0,1.0,9.1,0.8421,1.0,canonical_train_routes.parquet,train_12028_SBC_MSU
T000272,S0001086,S0001086_A4,Occasional Leisure Traveler,Rail,Bangalore,Chennai,Early Morning,Leisure,2,42,0,2,0.41884307674347016,0.92869,186.93,1.62,95.9,1.0,1.0,0.909,0.65,0,1.0,3.07,1.0,1.0,canonical_train_routes.parquet,train_16515_SDVL_AMSA
T000272,S0001087,S0001087_A1,Occasional Leisure Traveler,Flight,Mumbai,Chennai,Morning,Leisure,3,38,0,5,0.12251857233959255,0.60832,61933.0,8.33,1033.5,0.0,0.7406,0.971,0.95,1,0.5,159.16,0.0,1.0,canonical_flights.parquet,flight_UK-960_242327
T000272,S0001087,S0001087_A2,Occasional Leisure Traveler,Flight,Mumbai,Chennai,Morning,Leisure,3,38,0,3,0.21975265742274921,0.75438,1890.0,4.33,1033.5,0.9793,1.0,0.971,0.8,1,0.5,159.16,0.0,1.0,canonical_flights.parquet,flight_6E-5312_81526
T000272,S0001087,S0001087_A3,Occasional Leisure Traveler,Flight,Mumbai,Chennai,Morning,Leisure,3,38,0,4,0.161009380848765,0.67662,9201.0,11.0,1033.5,0.86,0.5674,0.971,0.8,1,0.5,159.16,0.0,1.0,canonical_flights.parquet,flight_AI-806_78409
T000272,S0001087,S0001087_A4,Occasional Leisure Traveler,Rail,Mumbai,Chennai,Morning,Leisure,3,38,1,2,0.24626855548296644,0.78286,618.38,19.75,1189.2,1.0,0.0,0.909,0.65,0,1.0,38.05,0.968,1.0,canonical_train_routes.parquet,train_12925-Slip_BDTS_MSRP
T000272,S0001087,S0001087_A5,Occasional Leisure Traveler,Rail,Mumbai,Chennai,Morning,Leisure,3,38,0,1,0.25045083390592676,0.78707,1619.87,19.48,1064.1,0.9837,0.0175,0.909,0.65,0,1.0,34.05,1.0,1.0,canonical_train_routes.parquet,train_12941_KRLS_KMS
T000272,S0001088,S0001088_A1,Occasional Leisure Traveler,Flight,Hyderabad,Mumbai,Night,Leisure,2,6,0,3,0.1048100137475025,0.50327,58315.0,21.08,622.7,0.0,0.0,0.971,0.95,1,0.5,95.9,0.0,1.0,canonical_flights.parquet,flight_UK-870_278717
T000272,S0001088,S0001088_A2,Occasional Leisure Traveler,Flight,Hyderabad,Mumbai,Night,Leisure,2,6,1,2,0.3617485359415401,0.81297,21669.0,1.42,622.7,0.6327,1.0,0.971,0.95,0,1.0,95.9,0.0,1.0,canonical_flights.parquet,flight_UK-876_279068
T000272,S0001088,S0001088_A3,Occasional Leisure Traveler,Rail,Hyderabad,Mumbai,Night,Leisure,2,6,0,1,0.5334414503109575,0.91007,393.69,4.0,235.6,1.0,0.8688,0.909,0.65,0,1.0,7.54,1.0,1.0,canonical_train_routes.parquet,train_09002_SCH_BDTS
T000273,S0001089,S0001089_A1,Occasional Leisure Traveler,Flight,Bangalore,Hyderabad,Afternoon,Leisure,3,17,1,2,0.366307534449242,0.80009,56476.0,6.0,456.1,0.0,1.0,0.971,0.95,1,0.5,70.24,0.9144,1.0,canonical_flights.parquet,flight_AI-501_257231
T000273,S0001089,S0001089_A2,Occasional Leisure Traveler,Rail,Bangalore,Hyderabad,Afternoon,Leisure,3,17,0,1,0.5251443822754416,0.89014,315.64,14.57,607.0,1.0,0.7024,0.909,0.65,0,1.0,19.42,1.0,1.0,canonical_train_routes.parquet,train_17309_SDVL_VSG
T000273,S0001089,S0001089_A3,Occasional Leisure Traveler,Rail,Bangalore,Hyderabad,Afternoon,Leisure,3,17,0,3,0.10854808327531645,0.49602,41824.53,34.8,19154.6,0.2609,0.0,0.909,0.65,0,1.0,612.95,0.0,1.0,canonical_train_routes.parquet,train_12629_SDVL_SCI
T000273,S0001090,S0001090_A1,Occasional Leisure Traveler,Flight,Chennai,Bangalore,Early Morning,Family / Personal,1,9,0,3,0.07519539416912317,0.49851,6437.0,11.75,267.9,0.4794,0.0,0.971,0.8,2,0.3333,41.26,0.0,1.0,canonical_flights.parquet,flight_UK-832_197530
T000273,S0001090,S0001090_A2,Occasional Leisure Traveler,Flight,Chennai,Bangalore,Early Morning,Family / Personal,1,9,0,4,0.06900161991350878,0.47702,12318.0,10.08,267.9,0.0,0.164,0.971,0.8,1,0.5,41.26,0.0,1.0,canonical_flights.parquet,flight_UK-832_194310
T000273,S0001090,S0001090_A3,Occasional Leisure Traveler,Rail,Chennai,Bangalore,Early Morning,Family / Personal,1,9,1,1,0.4422564782533275,0.94146,146.53,1.57,68.6,0.9921,1.0,0.909,0.65,0,1.0,2.2,1.0,1.0,canonical_train_routes.parquet,train_16614_KSM_CSDR
T000273,S0001090,S0001090_A4,Occasional Leisure Traveler,Rail,Chennai,Bangalore,Early Morning,Family / Personal,1,9,0,2,0.41354650766404066,0.92468,49.87,2.38,95.9,1.0,0.9204,0.909,0.65,0,1.0,3.07,0.9777,1.0,canonical_train_routes.parquet,train_56228_AMSA_SDVL
T000273,S0001091,S0001091_A1,Occasional Leisure Traveler,Flight,Kolkata,Hyderabad,Afternoon,Leisure,2,30,0,3,0.1522526213896819,0.71582,14154.0,19.0,1207.2,0.7579,0.1343,0.971,0.8,1,0.5,185.91,0.8313,1.0,canonical_flights.parquet,flight_AI-768_142635
T000273,S0001091,S0001091_A2,Occasional Leisure Traveler,Flight,Kolkata,Hyderabad,Afternoon,Leisure,2,30,0,5,0.09963376609028365,0.60981,53071.0,21.25,1207.2,0.0,0.0,0.971,0.95,1,0.5,185.91,0.8313,1.0,canonical_flights.parquet,flight_UK-778_271002
T000273,S0001091,S0001091_A3,Occasional Leisure Traveler,Flight,Kolkata,Hyderabad,Afternoon,Leisure,2,30,1,2,0.30330567461818914,0.88812,6489.0,4.5,1207.2,0.9071,1.0,0.971,0.8,1,0.5,185.91,0.8313,1.0,canonical_flights.parquet,flight_6E-512_144224
T000273,S0001091,S0001091_A4,Occasional Leisure Traveler,Rail,Kolkata,Hyderabad,Afternoon,Leisure,2,30,0,4,0.12079575257843357,0.65796,15601.77,9.3,30003.4,0.7297,0.7134,0.7315,0.65,0,1.0,960.11,0.0,1.0,canonical_train_routes.parquet,train_13141_SGBA_HCR
T000273,S0001091,S0001091_A5,Occasional Leisure Traveler,Rail,Kolkata,Hyderabad,Afternoon,Leisure,2,30,0,1,0.3240121853234118,0.90463,1719.95,10.5,899.3,1.0,0.6418,0.909,0.85,0,1.0,28.78,1.0,1.0,canonical_train_routes.parquet,train_12273_HWH_ASCE
T000273,S0001092,S0001092_A1,Occasional Leisure Traveler,Flight,Chennai,Mumbai,Early Morning,Leisure,4,20,0,2,0.19929224238068108,0.79117,3150.0,1.92,1033.5,0.9429,1.0,0.971,0.8,0,1.0,159.16,0.0,1.0,canonical_flights.parquet,flight_SG-678_190071
T000273,S0001092,S0001092_A2,Occasional Leisure Traveler,Flight,Chennai,Mumbai,Early Morning,Leisure,4,20,0,5,0.07169437567996392,0.53558,49553.0,6.67,1033.5,0.0,0.3895,0.971,0.95,1,0.5,159.16,0.0,1.0,canonical_flights.parquet,flight_AI-440_291005
T000273,S0001092,S0001092_A3,Occasional Leisure Traveler,Flight,Chennai,Mumbai,Early Morning,Leisure,4,20,1,3,0.19817139788626129,0.78976,3000.0,2.0,1033.5,0.9459,0.9897,0.971,0.8,0,1.0,159.16,0.0,1.0,canonical_flights.parquet,flight_6E-5394_189934
T000273,S0001092,S0001092_A4,Occasional Leisure Traveler,Rail,Chennai,Mumbai,Early Morning,Leisure,4,20,0,1,0.35822894820817947,0.93777,340.0,2.13,125.0,1.0,0.973,0.909,0.65,0,1.0,4.0,1.0,1.0,canonical_train_routes.parquet,train_12124_KMST_DR
T000273,S0001092,S0001092_A5,Occasional Leisure Traveler,Rail,Chennai,Mumbai,Early Morning,Leisure,4,20,0,4,0.17261303584491428,0.75524,664.08,9.7,418.3,0.9934,0.0,0.909,0.65,0,1.0,13.39,0.9395,1.0,canonical_train_routes.parquet,train_59356_MSRP_KRLS
T000274,S0001093,S0001093_A1,Occasional Leisure Traveler,Flight,Bangalore,Kolkata,Afternoon,Leisure,2,20,0,3,0.22773279854902237,0.60947,6583.0,5.83,1546.8,0.0,0.9532,0.971,0.8,1,0.5,238.21,0.0,1.0,canonical_flights.parquet,flight_AI-501_107132
