session_id,traveller_id,origin_city,destination_city,search_date,travel_date,lead_days,departure_window,trip_purpose,party_size
S0025770,T003222,Delhi,Hyderabad,2024-03-07,2024-04-22,46,Early Morning,Commute,2
S0025771,T003222,Kolkata,Delhi,2024-03-12,2024-03-29,17,Afternoon,Commute,1
S0025772,T003222,Mumbai,Delhi,2024-03-21,2024-05-01,41,Night,Leisure,1
S0025773,T003222,Kolkata,Bangalore,2024-03-15,2024-05-02,48,Evening,Leisure,1
S0025774,T003222,Bangalore,Chennai,2024-03-15,2024-04-09,25,Night,Leisure,1
S0025775,T003222,Delhi,Kolkata,2024-03-29,2024-04-19,21,Evening,Family / Personal,1
S0025776,T003222,Delhi,Kolkata,2024-03-15,2024-05-01,47,Evening,Leisure,1
S0025777,T003223,Kolkata,Bangalore,2024-03-29,2024-05-17,49,Afternoon,Commute,2
S0025778,T003223,Delhi,Chennai,2024-03-15,2024-04-16,32,Morning,Business,1
S0025779,T003223,Delhi,Kolkata,2024-03-04,2024-03-16,12,Night,Business,1
S0025780,T003223,Delhi,Hyderabad,2024-03-22,2024-04-13,22,Early Morning,Leisure,1
S0025781,T003223,Mumbai,Hyderabad,2024-03-09,2024-04-06,28,Afternoon,Leisure,1
S0025782,T003223,Mumbai,Delhi,2024-03-20,2024-05-05,46,Afternoon,Commute,1
S0025783,T003223,Delhi,Hyderabad,2024-03-08,2024-04-15,38,Early Morning,Leisure,1
S0025784,T003223,Bangalore,Hyderabad,2024-03-12,2024-04-04,23,Afternoon,Business,1
S0025785,T003224,Hyderabad,Chennai,2024-03-10,2024-04-11,32,Evening,Family / Personal,1
S0025786,T003224,Hyderabad,Delhi,2024-03-04,2024-04-02,29,Morning,Family / Personal,2
S0025787,T003224,Mumbai,Delhi,2024-03-02,2024-03-18,16,Morning,Leisure,2
S0025788,T003224,Hyderabad,Chennai,2024-03-25,2024-04-15,21,Night,Family / Personal,1
S0025789,T003224,Kolkata,Hyderabad,2024-03-09,2024-04-26,48,Evening,Commute,3
S0025790,T003224,Mumbai,Delhi,2024-03-15,2024-05-03,49,Evening,Family / Personal,1
S0025791,T003224,Chennai,Mumbai,2024-03-26,2024-03-28,2,Evening,Leisure,1
S0025792,T003224,Chennai,Kolkata,2024-03-24,2024-04-22,29,Morning,Business,4
S0025793,T003225,Mumbai,Chennai,2024-03-03,2024-04-02,30,Morning,Commute,4
S0025794,T003225,Bangalore,Kolkata,2024-03-28,2024-04-21,24,Night,Commute,1
S0025795,T003225,Bangalore,Hyderabad,2024-03-05,2024-03-25,20,Morning,Commute,1
S0025796,T003225,Kolkata,Bangalore,2024-03-03,2024-04-16,44,Evening,Commute,2
S0025797,T003225,Mumbai,Kolkata,2024-03-27,2024-05-03,37,Afternoon,Commute,2
S0025798,T003225,Chennai,Hyderabad,2024-03-29,2024-04-11,13,Afternoon,Commute,1
S0025799,T003225,Kolkata,Bangalore,2024-03-05,2024-03-25,20,Evening,Leisure,2
S0025800,T003225,Kolkata,Bangalore,2024-03-17,2024-04-26,40,Night,Commute,1
S0025801,T003226,Bangalore,Delhi,2024-03-21,2024-04-09,19,Morning,Commute,2
S0025802,T003226,Hyderabad,Kolkata,2024-03-06,2024-03-16,10,Night,Commute,4
S0025803,T003226,Bangalore,Kolkata,2024-03-15,2024-03-28,13,Night,Leisure,1
S0025804,T003226,Bangalore,Delhi,2024-03-02,2024-03-22,20,Afternoon,Business,3
S0025805,T003226,Delhi,Mumbai,2024-03-01,2024-03-16,15,Morning,Commute,1
S0025806,T003226,Mumbai,Bangalore,2024-03-28,2024-05-03,36,Afternoon,Commute,1
S0025807,T003226,Mumbai,Chennai,2024-03-09,2024-03-26,17,Morning,Business,1
S0025808,T003226,Mumbai,Bangalore,2024-03-20,2024-05-02,43,Night,Business,1
S0025809,T003227,Bangalore,Delhi,2024-03-16,2024-04-01,16,Afternoon,Family / Personal,4
S0025810,T003227,Bangalore,Chennai,2024-03-02,2024-03-04,2,Afternoon,Business,2
S0025811,T003227,Chennai,Kolkata,2024-03-26,2024-03-28,2,Night,Business,2
S0025812,T003227,Hyderabad,Delhi,2024-03-11,2024-04-17,37,Afternoon,Commute,2
S0025813,T003227,Chennai,Bangalore,2024-03-22,2024-04-08,17,Morning,Commute,1
S0025814,T003227,Chennai,Hyderabad,2024-03-14,2024-03-27,13,Night,Leisure,2
S0025815,T003227,Chennai,Delhi,2024-03-14,2024-03-21,7,Evening,Family / Personal,1
S0025816,T003227,Kolkata,Delhi,2024-03-01,2024-03-17,16,Afternoon,Family / Personal,4
S0025817,T003228,Bangalore,Delhi,2024-03-08,2024-04-25,48,Early Morning,Business,1
S0025818,T003228,Kolkata,Mumbai,2024-03-16,2024-03-27,11,Evening,Leisure,2
S0025819,T003228,Kolkata,Bangalore,2024-03-29,2024-05-09,41,Afternoon,Business,1
S0025820,T003228,Kolkata,Chennai,2024-03-16,2024-03-28,12,Morning,Commute,1
S0025821,T003228,Delhi,Chennai,2024-03-21,2024-03-26,5,Night,Leisure,1
S0025822,T003228,Mumbai,Hyderabad,2024-03-05,2024-03-17,12,Morning,Family / Personal,1
S0025823,T003228,Bangalore,Mumbai,2024-03-15,2024-04-28,44,Afternoon,Business,1
S0025824,T003228,Hyderabad,Chennai,2024-03-24,2024-04-27,34,Early Morning,Commute,2
S0025825,T003229,Hyderabad,Bangalore,2024-03-19,2024-04-19,31,Morning,Leisure,1
S0025826,T003229,Hyderabad,Bangalore,2024-03-17,2024-04-09,23,Night,Family / Personal,2
S0025827,T003229,Kolkata,Delhi,2024-03-20,2024-04-02,13,Evening,Commute,1
S0025828,T003229,Mumbai,Bangalore,2024-03-18,2024-04-11,24,Afternoon,Leisure,1
S0025829,T003229,Bangalore,Hyderabad,2024-03-06,2024-03-26,20,Early Morning,Leisure,1
S0025830,T003229,Kolkata,Delhi,2024-03-27,2024-04-18,22,Morning,Family / Personal,3
S0025831,T003229,Delhi,Bangalore,2024-03-08,2024-03-24,16,Morning,Business,3
S0025832,T003229,Mumbai,Hyderabad,2024-03-22,2024-04-25,34,Afternoon,Family / Personal,1
S0025833,T003230,Mumbai,Hyderabad,2024-03-28,2024-05-09,42,Afternoon,Commute,3
S0025834,T003230,Bangalore,Hyderabad,2024-03-15,2024-04-19,35,Night,Family / Personal,1
S0025835,T003230,Mumbai,Bangalore,2024-03-19,2024-04-04,16,Night,Commute,1
S0025836,T003230,Kolkata,Hyderabad,2024-03-02,2024-03-07,5,Afternoon,Commute,1
S0025837,T003230,Bangalore,Mumbai,2024-03-09,2024-03-11,2,Night,Commute,1
S0025838,T003230,Delhi,Kolkata,2024-03-09,2024-04-14,36,Morning,Leisure,4
S0025839,T003230,Mumbai,Kolkata,2024-03-10,2024-03-30,20,Evening,Business,1
S0025840,T003230,Mumbai,Chennai,2024-03-09,2024-03-20,11,Afternoon,Family / Personal,1
S0025841,T003231,Delhi,Hyderabad,2024-03-12,2024-03-21,9,Morning,Commute,1
S0025842,T003231,Hyderabad,Kolkata,2024-03-01,2024-04-02,32,Afternoon,Commute,2
S0025843,T003231,Bangalore,Kolkata,2024-03-20,2024-03-31,11,Morning,Family / Personal,1
S0025844,T003231,Chennai,Bangalore,2024-03-11,2024-04-06,26,Morning,Commute,3
S0025845,T003231,Bangalore,Hyderabad,2024-03-17,2024-03-20,3,Night,Business,1
S0025846,T003231,Delhi,Mumbai,2024-03-14,2024-03-28,14,Morning,Commute,1
S0025847,T003231,Kolkata,Mumbai,2024-03-14,2024-04-12,29,Afternoon,Leisure,1
S0025848,T003231,Hyderabad,Chennai,2024-03-25,2024-05-01,37,Morning,Commute,1
S0025849,T003232,Kolkata,Delhi,2024-03-30,2024-04-17,18,Early Morning,Leisure,1
S0025850,T003232,Chennai,Delhi,2024-03-06,2024-03-31,25,Afternoon,Commute,2
S0025851,T003232,Mumbai,Hyderabad,2024-03-16,2024-03-19,3,Night,Commute,1
S0025852,T003232,Bangalore,Chennai,2024-03-26,2024-05-01,36,Afternoon,Family / Personal,2
S0025853,T003232,Chennai,Hyderabad,2024-03-24,2024-05-08,45,Evening,Business,2
S0025854,T003232,Hyderabad,Bangalore,2024-03-30,2024-05-12,43,Afternoon,Commute,1
S0025855,T003232,Kolkata,Bangalore,2024-03-22,2024-04-01,10,Early Morning,Commute,2
S0025856,T003232,Delhi,Kolkata,2024-03-14,2024-04-17,34,Early Morning,Business,2
S0025857,T003233,Chennai,Delhi,2024-03-10,2024-04-25,46,Night,Leisure,2
S0025858,T003233,Kolkata,Mumbai,2024-03-30,2024-04-19,20,Morning,Family / Personal,1
S0025859,T003233,Chennai,Mumbai,2024-03-15,2024-04-16,32,Night,Business,4
S0025860,T003233,Bangalore,Chennai,2024-03-24,2024-04-02,9,Afternoon,Business,1
S0025861,T003233,Bangalore,Delhi,2024-03-03,2024-04-08,36,Early Morning,Commute,2
S0025862,T003233,Kolkata,Bangalore,2024-03-24,2024-05-01,38,Afternoon,Commute,4
S0025863,T003233,Kolkata,Hyderabad,2024-03-02,2024-04-13,42,Afternoon,Business,1
S0025864,T003233,Chennai,Kolkata,2024-03-17,2024-04-02,16,Morning,Commute,1
S0025865,T003234,Mumbai,Bangalore,2024-03-02,2024-03-07,5,Morning,Commute,1
S0025866,T003234,Chennai,Mumbai,2024-03-26,2024-04-07,12,Night,Commute,1
S0025867,T003234,Mumbai,Kolkata,2024-03-12,2024-03-24,12,Afternoon,Commute,1
S0025868,T003234,Mumbai,Kolkata,2024-03-23,2024-04-07,15,Evening,Family / Personal,1
S0025869,T003234,Delhi,Bangalore,2024-03-24,2024-05-09,46,Afternoon,Business,1
S0025870,T003234,Chennai,Kolkata,2024-03-08,2024-04-02,25,Morning,Business,1
S0025871,T003234,Bangalore,Chennai,2024-03-06,2024-03-19,13,Early Morning,Commute,3
S0025872,T003234,Kolkata,Mumbai,2024-03-13,2024-04-07,25,Early Morning,Business,1
S0025873,T003235,Delhi,Bangalore,2024-03-12,2024-04-01,20,Night,Commute,2
S0025874,T003235,Kolkata,Bangalore,2024-03-28,2024-04-07,10,Evening,Leisure,2
S0025875,T003235,Hyderabad,Bangalore,2024-03-04,2024-03-28,24,Morning,Leisure,1
S0025876,T003235,Mumbai,Hyderabad,2024-03-29,2024-04-07,9,Night,Business,1
S0025877,T003235,Mumbai,Delhi,2024-03-03,2024-03-11,8,Night,Commute,1
S0025878,T003235,Kolkata,Mumbai,2024-03-26,2024-04-11,16,Morning,Commute,1
S0025879,T003235,Kolkata,Mumbai,2024-03-09,2024-04-11,33,Night,Leisure,3
S0025880,T003235,Delhi,Hyderabad,2024-03-19,2024-03-27,8,Afternoon,Commute,1
S0025881,T003236,Kolkata,Bangalore,2024-03-11,2024-04-28,48,Afternoon,Business,2
S0025882,T003236,Bangalore,Mumbai,2024-03-18,2024-04-29,42,Early Morning,Commute,1
S0025883,T003236,Hyderabad,Bangalore,2024-03-30,2024-05-11,42,Early Morning,Business,1
S0025884,T003236,Chennai,Bangalore,2024-03-14,2024-04-18,35,Morning,Leisure,1
S0025885,T003236,Delhi,Mumbai,2024-03-25,2024-03-30,5,Early Morning,Commute,2
S0025886,T003236,Bangalore,Chennai,2024-03-19,2024-03-22,3,Night,Business,2
S0025887,T003236,Kolkata,Mumbai,2024-03-09,2024-04-20,42,Afternoon,Leisure,2
S0025888,T003236,Mumbai,Delhi,2024-03-23,2024-04-12,20,Night,Commute,1
S0025889,T003237,Bangalore,Hyderabad,2024-03-27,2024-04-20,24,Afternoon,Leisure,1
S0025890,T003237,Chennai,Mumbai,2024-03-27,2024-04-29,33,Early Morning,Business,1
S0025891,T003237,Chennai,Mumbai,2024-03-26,2024-03-30,4,Evening,Family / Personal,1
S0025892,T003237,Bangalore,Delhi,2024-03-26,2024-04-11,16,Morning,Commute,1
S0025893,T003237,Kolkata,Delhi,2024-03-27,2024-05-15,49,Early Morning,Business,2
S0025894,T003237,Mumbai,Hyderabad,2024-03-04,2024-04-06,33,Afternoon,Leisure,1
S0025895,T003237,Kolkata,Chennai,2024-03-02,2024-03-05,3,Early Morning,Family / Personal,2
S0025896,T003237,Bangalore,Kolkata,2024-03-04,2024-03-28,24,Evening,Leisure,1
S0025897,T003238,Bangalore,Chennai,2024-03-28,2024-04-05,8,Morning,Business,2
S0025898,T003238,Hyderabad,Bangalore,2024-03-01,2024-03-24,23,Morning,Leisure,3
S0025899,T003238,Delhi,Chennai,2024-03-20,2024-04-29,40,Afternoon,Leisure,2
S0025900,T003238,Kolkata,Mumbai,2024-03-15,2024-04-25,41,Afternoon,Business,1
S0025901,T003238,Kolkata,Hyderabad,2024-03-30,2024-03-31,1,Afternoon,Family / Personal,1
S0025902,T003238,Chennai,Kolkata,2024-03-19,2024-04-18,30,Early Morning,Commute,1
S0025903,T003238,Kolkata,Chennai,2024-03-26,2024-04-09,14,Afternoon,Family / Personal,1
S0025904,T003238,Mumbai,Delhi,2024-03-27,2024-04-05,9,Evening,Leisure,4
S0025905,T003239,Kolkata,Bangalore,2024-03-25,2024-04-26,32,Early Morning,Family / Personal,1
S0025906,T003239,Hyderabad,Mumbai,2024-03-18,2024-03-23,5,Early Morning,Family / Personal,3
S0025907,T003239,Mumbai,Chennai,2024-03-06,2024-03-29,23,Afternoon,Business,2
S0025908,T003239,Kolkata,Bangalore,2024-03-30,2024-04-04,5,Morning,Commute,1
S0025909,T003239,Chennai,Kolkata,2024-03-19,2024-03-29,10,Early Morning,Leisure,1
S0025910,T003239,Mumbai,Bangalore,2024-03-12,2024-04-29,48,Evening,Commute,2
S0025911,T003239,Bangalore,Delhi,2024-03-28,2024-05-06,39,Morning,Business,1
S0025912,T003239,Bangalore,Mumbai,2024-03-04,2024-04-03,30,Evening,Leisure,2
S0025913,T003240,Hyderabad,Mumbai,2024-03-17,2024-04-26,40,Evening,Leisure,2
S0025914,T003240,Kolkata,Mumbai,2024-03-21,2024-04-04,14,Early Morning,Family / Personal,3
S0025915,T003240,Mumbai,Chennai,2024-03-02,2024-03-04,2,Afternoon,Family / Personal,1
S0025916,T003240,Bangalore,Mumbai,2024-03-05,2024-03-30,25,Evening,Business,1
S0025917,T003240,Mumbai,Delhi,2024-03-29,2024-05-12,44,Night,Business,4
S0025918,T003240,Bangalore,Chennai,2024-03-12,2024-04-13,32,Evening,Leisure,1
S0025919,T003240,Bangalore,Kolkata,2024-03-21,2024-04-16,26,Evening,Commute,1
S0025920,T003240,Mumbai,Chennai,2024-03-12,2024-03-24,12,Early Morning,Commute,1
S0025921,T003241,Mumbai,Bangalore,2024-03-07,2024-04-17,41,Afternoon,Commute,1
S0025922,T003241,Kolkata,Chennai,2024-03-26,2024-04-09,14,Night,Commute,2
S0025923,T003241,Delhi,Mumbai,2024-03-05,2024-03-20,15,Evening,Business,2
S0025924,T003241,Mumbai,Hyderabad,2024-03-02,2024-03-07,5,Evening,Family / Personal,2
S0025925,T003241,Hyderabad,Chennai,2024-03-10,2024-03-26,16,Evening,Commute,4
S0025926,T003241,Hyderabad,Delhi,2024-03-09,2024-03-17,8,Early Morning,Commute,3
S0025927,T003241,Chennai,Delhi,2024-03-12,2024-03-27,15,Morning,Business,3
S0025928,T003241,Kolkata,Bangalore,2024-03-22,2024-04-02,11,Afternoon,Commute,1
S0025929,T003242,Hyderabad,Bangalore,2024-03-22,2024-05-07,46,Evening,Commute,1
S0025930,T003242,Kolkata,Hyderabad,2024-03-18,2024-04-07,20,Evening,Leisure,1
S0025931,T003242,Hyderabad,Delhi,2024-03-18,2024-03-23,5,Night,Commute,1
S0025932,T003242,Kolkata,Hyderabad,2024-03-02,2024-04-20,49,Morning,Commute,4
S0025933,T003242,Delhi,Hyderabad,2024-03-18,2024-04-18,31,Afternoon,Leisure,1
S0025934,T003242,Hyderabad,Kolkata,2024-03-13,2024-03-15,2,Afternoon,Family / Personal,1
S0025935,T003242,Mumbai,Bangalore,2024-03-27,2024-05-11,45,Night,Leisure,1
S0025936,T003242,Hyderabad,Bangalore,2024-03-10,2024-04-11,32,Evening,Commute,2
S0025937,T003243,Kolkata,Chennai,2024-03-13,2024-03-19,6,Evening,Commute,2
S0025938,T003243,Hyderabad,Chennai,2024-03-21,2024-04-23,33,Morning,Leisure,1
S0025939,T003243,Hyderabad,Chennai,2024-03-28,2024-04-25,28,Early Morning,Business,1
S0025940,T003243,Chennai,Mumbai,2024-03-27,2024-04-15,19,Afternoon,Commute,1
S0025941,T003243,Chennai,Delhi,2024-03-10,2024-04-14,35,Afternoon,Business,2
S0025942,T003243,Bangalore,Delhi,2024-03-26,2024-04-17,22,Night,Leisure,1
S0025943,T003243,Bangalore,Kolkata,2024-03-03,2024-03-27,24,Early Morning,Commute,2
S0025944,T003243,Mumbai,Chennai,2024-03-28,2024-05-04,37,Afternoon,Commute,1
S0025945,T003244,Mumbai,Bangalore,2024-03-08,2024-03-09,1,Early Morning,Business,1
S0025946,T003244,Bangalore,Chennai,2024-03-21,2024-04-27,37,Night,Business,2
S0025947,T003244,Delhi,Chennai,2024-03-22,2024-04-28,37,Night,Leisure,1
S0025948,T003244,Hyderabad,Delhi,2024-03-17,2024-04-17,31,Afternoon,Business,1
S0025949,T003244,Kolkata,Delhi,2024-03-25,2024-04-03,9,Evening,Commute,1
S0025950,T003244,Kolkata,Delhi,2024-03-15,2024-04-30,46,Night,Commute,2
S0025951,T003244,Mumbai,Delhi,2024-03-26,2024-03-31,5,Early Morning,Leisure,2
S0025952,T003244,Bangalore,Chennai,2024-03-30,2024-04-22,23,Early Morning,Business,1
S0025953,T003245,Bangalore,Chennai,2024-03-02,2024-03-20,18,Morning,Leisure,1
S0025954,T003245,Hyderabad,Chennai,2024-03-20,2024-03-30,10,Evening,Commute,1
S0025955,T003245,Hyderabad,Delhi,2024-03-07,2024-04-17,41,Night,Commute,2
S0025956,T003245,Hyderabad,Mumbai,2024-03-24,2024-04-11,18,Evening,Commute,1
S0025957,T003245,Bangalore,Chennai,2024-03-02,2024-03-05,3,Morning,Family / Personal,1
S0025958,T003245,Hyderabad,Chennai,2024-03-14,2024-04-27,44,Afternoon,Commute,3
S0025959,T003245,Bangalore,Chennai,2024-03-29,2024-04-06,8,Afternoon,Family / Personal,1
S0025960,T003245,Bangalore,Kolkata,2024-03-01,2024-04-11,41,Evening,Commute,1
S0025961,T003246,Delhi,Kolkata,2024-03-02,2024-03-18,16,Early Morning,Leisure,3
S0025962,T003246,Kolkata,Mumbai,2024-03-14,2024-04-22,39,Night,Leisure,2
S0025963,T003246,Bangalore,Delhi,2024-03-01,2024-04-16,46,Afternoon,Family / Personal,1
S0025964,T003246,Mumbai,Chennai,2024-03-28,2024-04-07,10,Early Morning,Family / Personal,1
S0025965,T003246,Delhi,Chennai,2024-03-24,2024-04-26,33,Evening,Family / Personal,1
S0025966,T003246,Delhi,Kolkata,2024-03-11,2024-03-24,13,Evening,Business,1
S0025967,T003246,Kolkata,Bangalore,2024-03-22,2024-03-29,7,Morning,Leisure,1
S0025968,T003246,Bangalore,Chennai,2024-03-30,2024-04-23,24,Early Morning,Leisure,1
S0025969,T003247,Chennai,Delhi,2024-03-20,2024-03-25,5,Early Morning,Family / Personal,2
S0025970,T003247,Kolkata,Delhi,2024-03-06,2024-04-18,43,Evening,Leisure,1
S0025971,T003247,Hyderabad,Chennai,2024-03-13,2024-04-28,46,Early Morning,Business,1
S0025972,T003247,Chennai,Bangalore,2024-03-27,2024-04-20,24,Morning,Commute,2
S0025973,T003247,Mumbai,Bangalore,2024-03-29,2024-05-06,38,Evening,Business,1
S0025974,T003247,Chennai,Delhi,2024-03-15,2024-04-16,32,Night,Business,3
S0025975,T003247,Delhi,Bangalore,2024-03-06,2024-03-31,25,Night,Commute,2
S0025976,T003247,Delhi,Hyderabad,2024-03-25,2024-05-13,49,Early Morning,Commute,1
S0025977,T003248,Bangalore,Mumbai,2024-03-03,2024-04-14,42,Afternoon,Commute,1
S0025978,T003248,Bangalore,Chennai,2024-03-28,2024-04-17,20,Morning,Business,3
S0025979,T003248,Delhi,Mumbai,2024-03-11,2024-03-26,15,Night,Leisure,2
S0025980,T003248,Chennai,Kolkata,2024-03-09,2024-03-17,8,Early Morning,Commute,1
S0025981,T003248,Chennai,Kolkata,2024-03-15,2024-04-21,37,Evening,Family / Personal,1
S0025982,T003248,Chennai,Bangalore,2024-03-16,2024-03-28,12,Evening,Leisure,1
S0025983,T003248,Delhi,Chennai,2024-03-05,2024-04-20,46,Evening,Leisure,1
S0025984,T003248,Bangalore,Delhi,2024-03-14,2024-04-22,39,Evening,Family / Personal,1
S0025985,T003249,Delhi,Bangalore,2024-03-21,2024-04-18,28,Night,Commute,1
S0025986,T003249,Bangalore,Chennai,2024-03-05,2024-04-07,33,Morning,Commute,4
S0025987,T003249,Chennai,Hyderabad,2024-03-02,2024-04-06,35,Evening,Business,3
S0025988,T003249,Delhi,Hyderabad,2024-03-23,2024-03-30,7,Night,Leisure,1
S0025989,T003249,Bangalore,Hyderabad,2024-03-16,2024-03-25,9,Morning,Family / Personal,1
S0025990,T003249,Delhi,Mumbai,2024-03-25,2024-04-21,27,Morning,Business,1
S0025991,T003249,Mumbai,Kolkata,2024-03-22,2024-04-16,25,Afternoon,Family / Personal,1
S0025992,T003249,Bangalore,Kolkata,2024-03-12,2024-04-14,33,Early Morning,Commute,1
S0025993,T003250,Hyderabad,Mumbai,2024-03-20,2024-04-18,29,Morning,Leisure,1
S0025994,T003250,Kolkata,Delhi,2024-03-20,2024-04-02,13,Evening,Family / Personal,1
S0025995,T003250,Delhi,Bangalore,2024-03-18,2024-04-15,28,Early Morning,Business,1
S0025996,T003250,Delhi,Bangalore,2024-03-23,2024-03-25,2,Night,Leisure,2
S0025997,T003250,Hyderabad,Bangalore,2024-03-07,2024-04-22,46,Early Morning,Business,1
S0025998,T003250,Chennai,Mumbai,2024-03-19,2024-04-23,35,Evening,Commute,1
S0025999,T003250,Hyderabad,Delhi,2024-03-20,2024-04-12,23,Evening,Commute,1
S0026000,T003250,Mumbai,Hyderabad,2024-03-21,2024-03-27,6,Early Morning,Business,1
S0026001,T003251,Delhi,Hyderabad,2024-03-19,2024-04-18,30,Night,Family / Personal,1
S0026002,T003251,Chennai,Hyderabad,2024-03-09,2024-04-05,27,Morning,Commute,2
S0026003,T003251,Hyderabad,Mumbai,2024-03-19,2024-04-30,42,Morning,Commute,2
S0026004,T003251,Kolkata,Delhi,2024-03-27,2024-04-06,10,Early Morning,Commute,1
S0026005,T003251,Bangalore,Delhi,2024-03-28,2024-04-04,7,Evening,Business,4
S0026006,T003251,Bangalore,Hyderabad,2024-03-14,2024-04-15,32,Morning,Commute,1
S0026007,T003251,Chennai,Bangalore,2024-03-25,2024-04-17,23,Afternoon,Family / Personal,3
S0026008,T003251,Bangalore,Delhi,2024-03-05,2024-04-08,34,Early Morning,Business,2
S0026009,T003252,Mumbai,Hyderabad,2024-03-05,2024-04-15,41,Afternoon,Commute,1
S0026010,T003252,Delhi,Kolkata,2024-03-06,2024-03-21,15,Night,Commute,4
S0026011,T003252,Kolkata,Chennai,2024-03-02,2024-03-19,17,Night,Leisure,1
S0026012,T003252,Delhi,Chennai,2024-03-15,2024-04-24,40,Morning,Leisure,3
S0026013,T003252,Chennai,Kolkata,2024-03-19,2024-04-03,15,Early Morning,Leisure,1
S0026014,T003252,Delhi,Hyderabad,2024-03-19,2024-05-07,49,Night,Commute,2
S0026015,T003252,Chennai,Mumbai,2024-03-30,2024-04-27,28,Night,Leisure,2
S0026016,T003252,Kolkata,Hyderabad,2024-03-03,2024-03-18,15,Night,Leisure,1
S0026017,T003253,Bangalore,Mumbai,2024-03-25,2024-04-12,18,Evening,Family / Personal,2
S0026018,T003253,Mumbai,Kolkata,2024-03-08,2024-03-16,8,Afternoon,Commute,1
S0026019,T003253,Mumbai,Hyderabad,2024-03-25,2024-03-26,1,Afternoon,Commute,1
S0026020,T003253,Hyderabad,Kolkata,2024-03-13,2024-04-25,43,Night,Business,3
S0026021,T003253,Chennai,Kolkata,2024-03-06,2024-04-05,30,Morning,Commute,1
S0026022,T003253,Hyderabad,Chennai,2024-03-07,2024-03-15,8,Afternoon,Leisure,3
S0026023,T003253,Mumbai,Hyderabad,2024-03-28,2024-04-25,28,Morning,Commute,1
S0026024,T003253,Bangalore,Delhi,2024-03-13,2024-04-29,47,Early Morning,Commute,2
S0026025,T003254,Kolkata,Mumbai,2024-03-01,2024-03-06,5,Night,Business,4
S0026026,T003254,Mumbai,Bangalore,2024-03-19,2024-04-09,21,Afternoon,Business,3
S0026027,T003254,Delhi,Kolkata,2024-03-28,2024-05-06,39,Afternoon,Business,1
S0026028,T003254,Hyderabad,Kolkata,2024-03-17,2024-04-19,33,Night,Business,2
S0026029,T003254,Chennai,Mumbai,2024-03-18,2024-04-09,22,Early Morning,Commute,1
S0026030,T003254,Chennai,Hyderabad,2024-03-29,2024-05-08,40,Night,Commute,2
S0026031,T003254,Delhi,Bangalore,2024-03-25,2024-05-03,39,Night,Commute,2
S0026032,T003254,Hyderabad,Delhi,2024-03-10,2024-04-25,46,Early Morning,Family / Personal,2
S0026033,T003255,Kolkata,Chennai,2024-03-18,2024-04-23,36,Evening,Family / Personal,3
S0026034,T003255,Kolkata,Hyderabad,2024-03-12,2024-04-15,34,Evening,Leisure,1
S0026035,T003255,Mumbai,Delhi,2024-03-16,2024-04-19,34,Morning,Business,1
S0026036,T003255,Mumbai,Kolkata,2024-03-25,2024-05-08,44,Early Morning,Leisure,1
S0026037,T003255,Kolkata,Hyderabad,2024-03-26,2024-04-24,29,Morning,Commute,1
S0026038,T003255,Kolkata,Mumbai,2024-03-26,2024-05-01,36,Early Morning,Leisure,1
S0026039,T003255,Hyderabad,Chennai,2024-03-02,2024-04-16,45,Early Morning,Leisure,3
S0026040,T003255,Mumbai,Bangalore,2024-03-13,2024-04-22,40,Morning,Business,3
S0026041,T003256,Hyderabad,Mumbai,2024-03-14,2024-03-20,6,Evening,Business,3
S0026042,T003256,Delhi,Mumbai,2024-03-06,2024-03-20,14,Early Morning,Business,3
S0026043,T003256,Delhi,Chennai,2024-03-15,2024-04-13,29,Afternoon,Business,1
S0026044,T003256,Hyderabad,Delhi,2024-03-28,2024-04-09,12,Evening,Commute,2
S0026045,T003256,Delhi,Hyderabad,2024-03-25,2024-05-03,39,Early Morning,Commute,1
S0026046,T003256,Chennai,Mumbai,2024-03-05,2024-03-21,16,Afternoon,Business,3
S0026047,T003256,Kolkata,Chennai,2024-03-21,2024-03-30,9,Early Morning,Commute,1
S0026048,T003256,Mumbai,Delhi,2024-03-09,2024-03-31,22,Night,Leisure,1
S0026049,T003257,Kolkata,Bangalore,2024-03-18,2024-04-26,39,Evening,Leisure,2
S0026050,T003257,Kolkata,Hyderabad,2024-03-21,2024-04-27,37,Morning,Commute,3
S0026051,T003257,Hyderabad,Chennai,2024-03-24,2024-04-16,23,Early Morning,Family / Personal,4
S0026052,T003257,Hyderabad,Chennai,2024-03-23,2024-05-02,40,Morning,Leisure,1
S0026053,T003257,Mumbai,Delhi,2024-03-21,2024-04-16,26,Afternoon,Commute,2
S0026054,T003257,Hyderabad,Bangalore,2024-03-20,2024-04-01,12,Early Morning,Commute,2
S0026055,T003257,Hyderabad,Chennai,2024-03-02,2024-03-27,25,Morning,Business,1
S0026056,T003257,Bangalore,Kolkata,2024-03-21,2024-04-21,31,Early Morning,Family / Personal,2
S0026057,T003258,Chennai,Mumbai,2024-03-21,2024-05-06,46,Afternoon,Leisure,1
S0026058,T003258,Mumbai,Hyderabad,2024-03-11,2024-04-16,36,Morning,Business,2
S0026059,T003258,Bangalore,Mumbai,2024-03-06,2024-03-27,21,Morning,Family / Personal,1
S0026060,T003258,Chennai,Bangalore,2024-03-04,2024-03-12,8,Night,Business,3
